sno,class,method,action,time
"13493","ActionOne","getExams","Start","02:29:31.029670500"
"13494","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.029670500"
"13495","ActionOne","getManagement","Start","02:29:31.032685100"
"13496","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.032685100"
"13497","ActionOne","getParents","Start","02:29:31.036254800"
"13498","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.036254800"
"13499","ActionOne","getSports","Start","02:29:31.038209"
"13500","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.043210200"
"13501","ActionOne","getStudents","Start","02:29:31.045209200"
"13502","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.045209200"
"13503","ActionOne","getTeacher","Start","02:29:31.046812800"
"13504","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.046812800"
"13505","ActionOne","getBooks","Start","02:29:31.048726800"
"13506","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.048726800"
"13507","ActionOne","getEvents","Start","02:29:31.050723900"
"13508","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.050723900"
"13509","ActionOne","getExams","Start","02:29:31.052726"
"13510","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.052726"
"13511","ActionOne","getManagement","Start","02:29:31.055741600"
"13512","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.055741600"
"13513","ActionOne","getParents","Start","02:29:31.057248"
"13514","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.057248"
"13515","ActionOne","getSports","Start","02:29:31.059274700"
"13516","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.059274700"
"13517","ActionOne","getStudents","Start","02:29:31.062276900"
"13518","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.062276900"
"13519","ActionOne","getTeacher","Start","02:29:31.064255600"
"13520","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.064255600"
"13521","ActionOne","getBooks","Start","02:29:31.067878800"
"13522","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.067878800"
"13523","ActionOne","getEvents","Start","02:29:31.069794400"
"13524","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.069794400"
"13525","ActionOne","getExams","Start","02:29:31.071792100"
"13526","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.071792100"
"13527","ActionOne","getManagement","Start","02:29:31.073790300"
"13528","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.073790300"
"13529","ActionOne","getParents","Start","02:29:31.076799900"
"13530","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.076799900"
"13531","ActionOne","getSports","Start","02:29:31.078314400"
"13532","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.078314400"
"13533","ActionOne","getStudents","Start","02:29:31.081322900"
"13534","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.081322900"
"13535","ActionOne","getTeacher","Start","02:29:31.084323100"
"13536","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.084323100"
"13537","ActionOne","getBooks","Start","02:29:31.086328500"
"13538","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.086328500"
"13539","ActionOne","getEvents","Start","02:29:31.088833100"
"13540","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.088833100"
"13541","ActionOne","getExams","Start","02:29:31.092844800"
"13542","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.092844800"
"13543","ActionOne","getManagement","Start","02:29:31.094844200"
"13544","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.094844200"
"13545","ActionOne","getParents","Start","02:29:31.097847700"
"13546","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.097847700"
"13547","ActionOne","getSports","Start","02:29:31.102369500"
"13548","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.102369500"
"13549","ActionOne","getStudents","Start","02:29:31.104372"
"13550","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.104372"
"13551","ActionOne","getTeacher","Start","02:29:31.106372400"
"13552","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.106372400"
"13553","ActionOne","getBooks","Start","02:29:31.108370800"
"13554","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.108370800"
"13555","ActionOne","getEvents","Start","02:29:31.112890"
"13556","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.112890"
"13557","ActionOne","getExams","Start","02:29:31.115893500"
"13558","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.115893500"
"13559","ActionOne","getManagement","Start","02:29:31.117896500"
"13560","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.117896500"
"13561","ActionOne","getParents","Start","02:29:31.120399800"
"13562","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.120399800"
"13563","ActionOne","getSports","Start","02:29:31.123407700"
"13564","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.123407700"
"13565","ActionOne","getStudents","Start","02:29:31.125407700"
"13566","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.125407700"
"13567","ActionOne","getTeacher","Start","02:29:31.127408200"
"13568","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.127408200"
"13569","ActionOne","getBooks","Start","02:29:31.129408500"
"13570","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.129408500"
"13571","ActionOne","getEvents","Start","02:29:31.131066800"
"13572","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.131066800"
"13573","ActionOne","getExams","Start","02:29:31.132926100"
"13574","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.132926100"
"13575","ActionOne","getManagement","Start","02:29:31.134924800"
"13576","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.134924800"
"13577","ActionOne","getParents","Start","02:29:31.137929"
"13578","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.137929"
"13579","ActionOne","getSports","Start","02:29:31.139924900"
"13580","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.139924900"
"13581","ActionOne","getStudents","Start","02:29:31.141492900"
"13582","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.141492900"
"13583","ActionOne","getTeacher","Start","02:29:31.143441400"
"13584","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.143441400"
"13585","ActionOne","getBooks","Start","02:29:31.146442900"
"13586","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.146442900"
"13587","ActionOne","getEvents","Start","02:29:31.148439500"
"13588","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.148439500"
"13589","ActionOne","getExams","Start","02:29:31.151969900"
"13590","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.151969900"
"13591","ActionOne","getManagement","Start","02:29:31.154978300"
"13592","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.154978300"
"13593","ActionOne","getParents","Start","02:29:31.156976600"
"13594","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.156976600"
"13595","ActionOne","getSports","Start","02:29:31.158975800"
"13596","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.158975800"
"13597","ActionOne","getStudents","Start","02:29:31.162580700"
"13598","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.162580700"
"13599","ActionOne","getTeacher","Start","02:29:31.164493600"
"13600","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.164493600"
"13601","ActionOne","getBooks","Start","02:29:31.167495100"
"13602","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.167495100"
"13603","ActionOne","getEvents","Start","02:29:31.169491400"
"13604","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.169491400"
"13605","ActionOne","getExams","Start","02:29:31.172998700"
"13606","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.172998700"
"13607","ActionOne","getManagement","Start","02:29:31.176007"
"13608","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.176007"
"13609","ActionOne","getParents","Start","02:29:31.178007300"
"13610","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.179007900"
"13611","ActionOne","getSports","Start","02:29:31.183572100"
"13612","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.183572100"
"13613","ActionOne","getStudents","Start","02:29:31.185534400"
"13614","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.185534400"
"13615","ActionOne","getTeacher","Start","02:29:31.187540200"
"13616","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.187540200"
"13617","ActionOne","getBooks","Start","02:29:31.189559700"
"13618","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.189559700"
"13619","ActionOne","getEvents","Start","02:29:31.192529600"
"13620","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.192529600"
"13621","ActionOne","getExams","Start","02:29:31.194037300"
"13622","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.194037300"
"13623","ActionOne","getManagement","Start","02:29:31.198043900"
"13624","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.198043900"
"13625","ActionOne","getParents","Start","02:29:31.199551800"
"13626","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.199551800"
"13627","ActionOne","getSports","Start","02:29:31.202559100"
"13628","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.202559100"
"13629","ActionOne","getStudents","Start","02:29:31.205591900"
"13630","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.205591900"
"13631","ActionOne","getTeacher","Start","02:29:31.208596300"
"13632","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.208596300"
"13633","ActionOne","getBooks","Start","02:29:31.210596"
"13634","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.210596"
"13635","ActionOne","getEvents","Start","02:29:31.212595400"
"13636","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.212595400"
"13637","ActionOne","getExams","Start","02:29:31.214594100"
"13638","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.214594100"
"13639","ActionOne","getManagement","Start","02:29:31.217830400"
"13640","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.217830400"
"13641","ActionOne","getParents","Start","02:29:31.219826600"
"13642","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.219826600"
"13643","ActionOne","getSports","Start","02:29:31.221824600"
"13644","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.221824600"
"13645","ActionOne","getStudents","Start","02:29:31.224827100"
"13646","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.224827100"
"13647","ActionOne","getTeacher","Start","02:29:31.226349400"
"13648","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.226349400"
"13649","ActionOne","getBooks","Start","02:29:31.228346100"
"13650","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.228346100"
"13651","ActionOne","getEvents","Start","02:29:31.231360300"
"13652","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.231360300"
"13653","ActionOne","getExams","Start","02:29:31.234343500"
"13654","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.234343500"
"13655","ActionOne","getManagement","Start","02:29:31.236409300"
"13656","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.236409300"
"13657","ActionOne","getParents","Start","02:29:31.238425700"
"13658","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.238425700"
"13659","ActionOne","getSports","Start","02:29:31.240405900"
"13660","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.240405900"
"13661","ActionOne","getStudents","Start","02:29:31.243434900"
"13662","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.243434900"
"13663","ActionOne","getTeacher","Start","02:29:31.245965400"
"13664","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.245965400"
"13665","ActionOne","getBooks","Start","02:29:31.248997500"
"13666","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.248997500"
"13667","ActionOne","getEvents","Start","02:29:31.251982200"
"13668","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.251982200"
"13669","ActionOne","getExams","Start","02:29:31.254982700"
"13670","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.254982700"
"13671","ActionOne","getManagement","Start","02:29:31.257205900"
"13672","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.257205900"
"13673","ActionOne","getParents","Start","02:29:31.260207700"
"13674","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.260207700"
"13675","ActionOne","getSports","Start","02:29:31.263208800"
"13676","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.263208800"
"13677","ActionOne","getStudents","Start","02:29:31.265206"
"13678","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.265206"
"13679","ActionOne","getTeacher","Start","02:29:31.266714200"
"13680","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.266820200"
"13681","ActionOne","getBooks","Start","02:29:31.268722700"
"13682","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.268722700"
"13683","ActionOne","getEvents","Start","02:29:31.270727"
"13684","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.270727"
"13685","ActionOne","getExams","Start","02:29:31.273725700"
"13686","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.273725700"
"13687","ActionOne","getManagement","Start","02:29:31.275723200"
"13688","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.275723200"
"13689","ActionOne","getParents","Start","02:29:31.277336300"
"13690","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.277336300"
"13691","ActionOne","getSports","Start","02:29:31.279239"
"13692","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.279239"
"13693","ActionOne","getStudents","Start","02:29:31.282240400"
"13694","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.282240400"
"13695","ActionOne","getTeacher","Start","02:29:31.285242400"
"13696","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.285242400"
"13697","ActionOne","getBooks","Start","02:29:31.287852900"
"13698","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.287852900"
"13699","ActionOne","getEvents","Start","02:29:31.289764900"
"13700","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.289764900"
"13701","ActionOne","getExams","Start","02:29:31.291794200"
"13702","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.291794200"
"13703","ActionOne","getManagement","Start","02:29:31.293765900"
"13704","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.293765900"
"13705","ActionOne","getParents","Start","02:29:31.296763500"
"13706","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.296763500"
"13707","ActionOne","getSports","Start","02:29:31.299799700"
"13708","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.299799700"
"13709","ActionOne","getStudents","Start","02:29:31.302806900"
"13710","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.302806900"
"13711","ActionOne","getTeacher","Start","02:29:31.305811900"
"13712","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.305811900"
"13713","ActionOne","getBooks","Start","02:29:31.307810700"
"13714","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.307810700"
"13715","ActionOne","getEvents","Start","02:29:31.310325500"
