INSERT INTO BES.Exams VALUES(1,'ExamsName-1','ExamsDescription-1');
INSERT INTO BES.Exams VALUES(8726,'ExamsName-8726','ExamsDescription-8726');
INSERT INTO BES.Exams VALUES(8727,'ExamsName-8727','ExamsDescription-8727');
INSERT INTO BES.Exams VALUES(8728,'ExamsName-8728','ExamsDescription-8728');
INSERT INTO BES.Exams VALUES(8729,'ExamsName-8729','ExamsDescription-8729');
INSERT INTO BES.Exams VALUES(8730,'ExamsName-8730','ExamsDescription-8730');
INSERT INTO BES.Exams VALUES(8731,'ExamsName-8731','ExamsDescription-8731');
INSERT INTO BES.Exams VALUES(8732,'ExamsName-8732','ExamsDescription-8732');
INSERT INTO BES.Exams VALUES(8733,'ExamsName-8733','ExamsDescription-8733');
INSERT INTO BES.Exams VALUES(8734,'ExamsName-8734','ExamsDescription-8734');
INSERT INTO BES.Exams VALUES(8735,'ExamsName-8735','ExamsDescription-8735');
INSERT INTO BES.Exams VALUES(8736,'ExamsName-8736','ExamsDescription-8736');
INSERT INTO BES.Exams VALUES(8737,'ExamsName-8737','ExamsDescription-8737');
INSERT INTO BES.Exams VALUES(8738,'ExamsName-8738','ExamsDescription-8738');
INSERT INTO BES.Exams VALUES(8739,'ExamsName-8739','ExamsDescription-8739');
INSERT INTO BES.Exams VALUES(8740,'ExamsName-8740','ExamsDescription-8740');
INSERT INTO BES.Exams VALUES(8741,'ExamsName-8741','ExamsDescription-8741');
INSERT INTO BES.Exams VALUES(8742,'ExamsName-8742','ExamsDescription-8742');
INSERT INTO BES.Exams VALUES(8743,'ExamsName-8743','ExamsDescription-8743');
INSERT INTO BES.Exams VALUES(8744,'ExamsName-8744','ExamsDescription-8744');
INSERT INTO BES.Exams VALUES(8745,'ExamsName-8745','ExamsDescription-8745');
INSERT INTO BES.Exams VALUES(8746,'ExamsName-8746','ExamsDescription-8746');
INSERT INTO BES.Exams VALUES(8747,'ExamsName-8747','ExamsDescription-8747');
INSERT INTO BES.Exams VALUES(8748,'ExamsName-8748','ExamsDescription-8748');
INSERT INTO BES.Exams VALUES(8749,'ExamsName-8749','ExamsDescription-8749');
INSERT INTO BES.Exams VALUES(8750,'ExamsName-8750','ExamsDescription-8750');
INSERT INTO BES.Exams VALUES(8751,'ExamsName-8751','ExamsDescription-8751');
INSERT INTO BES.Exams VALUES(8752,'ExamsName-8752','ExamsDescription-8752');
INSERT INTO BES.Exams VALUES(8753,'ExamsName-8753','ExamsDescription-8753');
INSERT INTO BES.Exams VALUES(8754,'ExamsName-8754','ExamsDescription-8754');
INSERT INTO BES.Exams VALUES(8755,'ExamsName-8755','ExamsDescription-8755');
INSERT INTO BES.Exams VALUES(8756,'ExamsName-8756','ExamsDescription-8756');
INSERT INTO BES.Exams VALUES(8757,'ExamsName-8757','ExamsDescription-8757');
INSERT INTO BES.Exams VALUES(8758,'ExamsName-8758','ExamsDescription-8758');
INSERT INTO BES.Exams VALUES(8759,'ExamsName-8759','ExamsDescription-8759');
INSERT INTO BES.Exams VALUES(8760,'ExamsName-8760','ExamsDescription-8760');
INSERT INTO BES.Exams VALUES(8761,'ExamsName-8761','ExamsDescription-8761');
INSERT INTO BES.Exams VALUES(8762,'ExamsName-8762','ExamsDescription-8762');
INSERT INTO BES.Exams VALUES(8763,'ExamsName-8763','ExamsDescription-8763');
INSERT INTO BES.Exams VALUES(8764,'ExamsName-8764','ExamsDescription-8764');
INSERT INTO BES.Exams VALUES(8765,'ExamsName-8765','ExamsDescription-8765');
INSERT INTO BES.Exams VALUES(8766,'ExamsName-8766','ExamsDescription-8766');
INSERT INTO BES.Exams VALUES(8767,'ExamsName-8767','ExamsDescription-8767');
INSERT INTO BES.Exams VALUES(8768,'ExamsName-8768','ExamsDescription-8768');
INSERT INTO BES.Exams VALUES(8769,'ExamsName-8769','ExamsDescription-8769');
INSERT INTO BES.Exams VALUES(8770,'ExamsName-8770','ExamsDescription-8770');
INSERT INTO BES.Exams VALUES(8771,'ExamsName-8771','ExamsDescription-8771');
INSERT INTO BES.Exams VALUES(8772,'ExamsName-8772','ExamsDescription-8772');
INSERT INTO BES.Exams VALUES(8773,'ExamsName-8773','ExamsDescription-8773');
INSERT INTO BES.Exams VALUES(8774,'ExamsName-8774','ExamsDescription-8774');
INSERT INTO BES.Exams VALUES(8775,'ExamsName-8775','ExamsDescription-8775');
INSERT INTO BES.Exams VALUES(8776,'ExamsName-8776','ExamsDescription-8776');
INSERT INTO BES.Exams VALUES(8777,'ExamsName-8777','ExamsDescription-8777');
INSERT INTO BES.Exams VALUES(8778,'ExamsName-8778','ExamsDescription-8778');
INSERT INTO BES.Exams VALUES(8779,'ExamsName-8779','ExamsDescription-8779');
INSERT INTO BES.Exams VALUES(8780,'ExamsName-8780','ExamsDescription-8780');
INSERT INTO BES.Exams VALUES(8781,'ExamsName-8781','ExamsDescription-8781');
INSERT INTO BES.Exams VALUES(8782,'ExamsName-8782','ExamsDescription-8782');
INSERT INTO BES.Exams VALUES(8783,'ExamsName-8783','ExamsDescription-8783');
INSERT INTO BES.Exams VALUES(8784,'ExamsName-8784','ExamsDescription-8784');
INSERT INTO BES.Exams VALUES(8785,'ExamsName-8785','ExamsDescription-8785');
INSERT INTO BES.Exams VALUES(8786,'ExamsName-8786','ExamsDescription-8786');
INSERT INTO BES.Exams VALUES(8787,'ExamsName-8787','ExamsDescription-8787');
INSERT INTO BES.Exams VALUES(8788,'ExamsName-8788','ExamsDescription-8788');
INSERT INTO BES.Exams VALUES(8789,'ExamsName-8789','ExamsDescription-8789');
INSERT INTO BES.Exams VALUES(8790,'ExamsName-8790','ExamsDescription-8790');
INSERT INTO BES.Exams VALUES(8791,'ExamsName-8791','ExamsDescription-8791');
INSERT INTO BES.Exams VALUES(8792,'ExamsName-8792','ExamsDescription-8792');
INSERT INTO BES.Exams VALUES(8793,'ExamsName-8793','ExamsDescription-8793');
INSERT INTO BES.Exams VALUES(8794,'ExamsName-8794','ExamsDescription-8794');
INSERT INTO BES.Exams VALUES(8795,'ExamsName-8795','ExamsDescription-8795');
INSERT INTO BES.Exams VALUES(8796,'ExamsName-8796','ExamsDescription-8796');
INSERT INTO BES.Exams VALUES(8797,'ExamsName-8797','ExamsDescription-8797');
INSERT INTO BES.Exams VALUES(8798,'ExamsName-8798','ExamsDescription-8798');
INSERT INTO BES.Exams VALUES(8799,'ExamsName-8799','ExamsDescription-8799');
INSERT INTO BES.Exams VALUES(8800,'ExamsName-8800','ExamsDescription-8800');
INSERT INTO BES.Exams VALUES(8801,'ExamsName-8801','ExamsDescription-8801');
INSERT INTO BES.Exams VALUES(8802,'ExamsName-8802','ExamsDescription-8802');
INSERT INTO BES.Exams VALUES(8803,'ExamsName-8803','ExamsDescription-8803');
INSERT INTO BES.Exams VALUES(8804,'ExamsName-8804','ExamsDescription-8804');
INSERT INTO BES.Exams VALUES(8805,'ExamsName-8805','ExamsDescription-8805');
INSERT INTO BES.Exams VALUES(8806,'ExamsName-8806','ExamsDescription-8806');
INSERT INTO BES.Exams VALUES(8807,'ExamsName-8807','ExamsDescription-8807');
INSERT INTO BES.Exams VALUES(8808,'ExamsName-8808','ExamsDescription-8808');
INSERT INTO BES.Exams VALUES(8809,'ExamsName-8809','ExamsDescription-8809');
INSERT INTO BES.Exams VALUES(8810,'ExamsName-8810','ExamsDescription-8810');
INSERT INTO BES.Exams VALUES(8811,'ExamsName-8811','ExamsDescription-8811');
INSERT INTO BES.Exams VALUES(8812,'ExamsName-8812','ExamsDescription-8812');
INSERT INTO BES.Exams VALUES(8813,'ExamsName-8813','ExamsDescription-8813');
INSERT INTO BES.Exams VALUES(8814,'ExamsName-8814','ExamsDescription-8814');
INSERT INTO BES.Exams VALUES(8815,'ExamsName-8815','ExamsDescription-8815');
INSERT INTO BES.Exams VALUES(8816,'ExamsName-8816','ExamsDescription-8816');
INSERT INTO BES.Exams VALUES(8817,'ExamsName-8817','ExamsDescription-8817');
INSERT INTO BES.Exams VALUES(8818,'ExamsName-8818','ExamsDescription-8818');
INSERT INTO BES.Exams VALUES(8819,'ExamsName-8819','ExamsDescription-8819');
INSERT INTO BES.Exams VALUES(8820,'ExamsName-8820','ExamsDescription-8820');
INSERT INTO BES.Exams VALUES(8821,'ExamsName-8821','ExamsDescription-8821');
INSERT INTO BES.Exams VALUES(8822,'ExamsName-8822','ExamsDescription-8822');
INSERT INTO BES.Exams VALUES(8823,'ExamsName-8823','ExamsDescription-8823');
INSERT INTO BES.Exams VALUES(8824,'ExamsName-8824','ExamsDescription-8824');
INSERT INTO BES.Exams VALUES(8825,'ExamsName-8825','ExamsDescription-8825');
INSERT INTO BES.Exams VALUES(8826,'ExamsName-8826','ExamsDescription-8826');
INSERT INTO BES.Exams VALUES(8827,'ExamsName-8827','ExamsDescription-8827');
INSERT INTO BES.Exams VALUES(8828,'ExamsName-8828','ExamsDescription-8828');
INSERT INTO BES.Exams VALUES(8829,'ExamsName-8829','ExamsDescription-8829');
INSERT INTO BES.Exams VALUES(8830,'ExamsName-8830','ExamsDescription-8830');
INSERT INTO BES.Exams VALUES(8831,'ExamsName-8831','ExamsDescription-8831');
INSERT INTO BES.Exams VALUES(8832,'ExamsName-8832','ExamsDescription-8832');
INSERT INTO BES.Exams VALUES(8833,'ExamsName-8833','ExamsDescription-8833');
INSERT INTO BES.Exams VALUES(8834,'ExamsName-8834','ExamsDescription-8834');
INSERT INTO BES.Exams VALUES(8835,'ExamsName-8835','ExamsDescription-8835');
INSERT INTO BES.Exams VALUES(8836,'ExamsName-8836','ExamsDescription-8836');
INSERT INTO BES.Exams VALUES(8837,'ExamsName-8837','ExamsDescription-8837');
INSERT INTO BES.Exams VALUES(8838,'ExamsName-8838','ExamsDescription-8838');
INSERT INTO BES.Exams VALUES(8839,'ExamsName-8839','ExamsDescription-8839');
INSERT INTO BES.Exams VALUES(8840,'ExamsName-8840','ExamsDescription-8840');
INSERT INTO BES.Exams VALUES(8841,'ExamsName-8841','ExamsDescription-8841');
INSERT INTO BES.Exams VALUES(8842,'ExamsName-8842','ExamsDescription-8842');
INSERT INTO BES.Exams VALUES(8843,'ExamsName-8843','ExamsDescription-8843');
INSERT INTO BES.Exams VALUES(8844,'ExamsName-8844','ExamsDescription-8844');
INSERT INTO BES.Exams VALUES(8845,'ExamsName-8845','ExamsDescription-8845');
INSERT INTO BES.Exams VALUES(8846,'ExamsName-8846','ExamsDescription-8846');
INSERT INTO BES.Exams VALUES(8847,'ExamsName-8847','ExamsDescription-8847');
INSERT INTO BES.Exams VALUES(8848,'ExamsName-8848','ExamsDescription-8848');
INSERT INTO BES.Exams VALUES(8849,'ExamsName-8849','ExamsDescription-8849');
INSERT INTO BES.Exams VALUES(8850,'ExamsName-8850','ExamsDescription-8850');
INSERT INTO BES.Exams VALUES(8851,'ExamsName-8851','ExamsDescription-8851');
INSERT INTO BES.Exams VALUES(8852,'ExamsName-8852','ExamsDescription-8852');
INSERT INTO BES.Exams VALUES(8853,'ExamsName-8853','ExamsDescription-8853');
INSERT INTO BES.Exams VALUES(8854,'ExamsName-8854','ExamsDescription-8854');
INSERT INTO BES.Exams VALUES(8855,'ExamsName-8855','ExamsDescription-8855');
INSERT INTO BES.Exams VALUES(8856,'ExamsName-8856','ExamsDescription-8856');
INSERT INTO BES.Exams VALUES(8857,'ExamsName-8857','ExamsDescription-8857');
INSERT INTO BES.Exams VALUES(8858,'ExamsName-8858','ExamsDescription-8858');
INSERT INTO BES.Exams VALUES(8859,'ExamsName-8859','ExamsDescription-8859');
INSERT INTO BES.Exams VALUES(8860,'ExamsName-8860','ExamsDescription-8860');
INSERT INTO BES.Exams VALUES(8861,'ExamsName-8861','ExamsDescription-8861');
INSERT INTO BES.Exams VALUES(8862,'ExamsName-8862','ExamsDescription-8862');
INSERT INTO BES.Exams VALUES(8863,'ExamsName-8863','ExamsDescription-8863');
INSERT INTO BES.Exams VALUES(8864,'ExamsName-8864','ExamsDescription-8864');
INSERT INTO BES.Exams VALUES(8865,'ExamsName-8865','ExamsDescription-8865');
INSERT INTO BES.Exams VALUES(8866,'ExamsName-8866','ExamsDescription-8866');
INSERT INTO BES.Exams VALUES(8867,'ExamsName-8867','ExamsDescription-8867');
INSERT INTO BES.Exams VALUES(8868,'ExamsName-8868','ExamsDescription-8868');
INSERT INTO BES.Exams VALUES(8869,'ExamsName-8869','ExamsDescription-8869');
INSERT INTO BES.Exams VALUES(8870,'ExamsName-8870','ExamsDescription-8870');
INSERT INTO BES.Exams VALUES(8871,'ExamsName-8871','ExamsDescription-8871');
INSERT INTO BES.Exams VALUES(8872,'ExamsName-8872','ExamsDescription-8872');
INSERT INTO BES.Exams VALUES(8873,'ExamsName-8873','ExamsDescription-8873');
INSERT INTO BES.Exams VALUES(8874,'ExamsName-8874','ExamsDescription-8874');
INSERT INTO BES.Exams VALUES(8875,'ExamsName-8875','ExamsDescription-8875');
INSERT INTO BES.Exams VALUES(8876,'ExamsName-8876','ExamsDescription-8876');
INSERT INTO BES.Exams VALUES(8877,'ExamsName-8877','ExamsDescription-8877');
INSERT INTO BES.Exams VALUES(8878,'ExamsName-8878','ExamsDescription-8878');
INSERT INTO BES.Exams VALUES(8879,'ExamsName-8879','ExamsDescription-8879');
INSERT INTO BES.Exams VALUES(8880,'ExamsName-8880','ExamsDescription-8880');
INSERT INTO BES.Exams VALUES(8881,'ExamsName-8881','ExamsDescription-8881');
INSERT INTO BES.Exams VALUES(8882,'ExamsName-8882','ExamsDescription-8882');
INSERT INTO BES.Exams VALUES(8883,'ExamsName-8883','ExamsDescription-8883');
INSERT INTO BES.Exams VALUES(8884,'ExamsName-8884','ExamsDescription-8884');
INSERT INTO BES.Exams VALUES(8885,'ExamsName-8885','ExamsDescription-8885');
INSERT INTO BES.Exams VALUES(8886,'ExamsName-8886','ExamsDescription-8886');
INSERT INTO BES.Exams VALUES(8887,'ExamsName-8887','ExamsDescription-8887');
INSERT INTO BES.Exams VALUES(8888,'ExamsName-8888','ExamsDescription-8888');
INSERT INTO BES.Exams VALUES(8889,'ExamsName-8889','ExamsDescription-8889');
INSERT INTO BES.Exams VALUES(8890,'ExamsName-8890','ExamsDescription-8890');
INSERT INTO BES.Exams VALUES(8891,'ExamsName-8891','ExamsDescription-8891');
INSERT INTO BES.Exams VALUES(8892,'ExamsName-8892','ExamsDescription-8892');
INSERT INTO BES.Exams VALUES(8893,'ExamsName-8893','ExamsDescription-8893');
INSERT INTO BES.Exams VALUES(8894,'ExamsName-8894','ExamsDescription-8894');
INSERT INTO BES.Exams VALUES(8895,'ExamsName-8895','ExamsDescription-8895');
INSERT INTO BES.Exams VALUES(8896,'ExamsName-8896','ExamsDescription-8896');
INSERT INTO BES.Exams VALUES(8897,'ExamsName-8897','ExamsDescription-8897');
INSERT INTO BES.Exams VALUES(8898,'ExamsName-8898','ExamsDescription-8898');
INSERT INTO BES.Exams VALUES(8899,'ExamsName-8899','ExamsDescription-8899');
INSERT INTO BES.Exams VALUES(8900,'ExamsName-8900','ExamsDescription-8900');
INSERT INTO BES.Exams VALUES(8901,'ExamsName-8901','ExamsDescription-8901');
INSERT INTO BES.Exams VALUES(8902,'ExamsName-8902','ExamsDescription-8902');
INSERT INTO BES.Exams VALUES(8903,'ExamsName-8903','ExamsDescription-8903');
INSERT INTO BES.Exams VALUES(8904,'ExamsName-8904','ExamsDescription-8904');
INSERT INTO BES.Exams VALUES(8905,'ExamsName-8905','ExamsDescription-8905');
INSERT INTO BES.Exams VALUES(8906,'ExamsName-8906','ExamsDescription-8906');
INSERT INTO BES.Exams VALUES(8907,'ExamsName-8907','ExamsDescription-8907');
INSERT INTO BES.Exams VALUES(8908,'ExamsName-8908','ExamsDescription-8908');
INSERT INTO BES.Exams VALUES(8909,'ExamsName-8909','ExamsDescription-8909');
INSERT INTO BES.Exams VALUES(8910,'ExamsName-8910','ExamsDescription-8910');
INSERT INTO BES.Exams VALUES(8911,'ExamsName-8911','ExamsDescription-8911');
INSERT INTO BES.Exams VALUES(8912,'ExamsName-8912','ExamsDescription-8912');
INSERT INTO BES.Exams VALUES(8913,'ExamsName-8913','ExamsDescription-8913');
INSERT INTO BES.Exams VALUES(8914,'ExamsName-8914','ExamsDescription-8914');
INSERT INTO BES.Exams VALUES(8915,'ExamsName-8915','ExamsDescription-8915');
INSERT INTO BES.Exams VALUES(8916,'ExamsName-8916','ExamsDescription-8916');
INSERT INTO BES.Exams VALUES(8917,'ExamsName-8917','ExamsDescription-8917');
INSERT INTO BES.Exams VALUES(8918,'ExamsName-8918','ExamsDescription-8918');
INSERT INTO BES.Exams VALUES(8919,'ExamsName-8919','ExamsDescription-8919');
INSERT INTO BES.Exams VALUES(8920,'ExamsName-8920','ExamsDescription-8920');
INSERT INTO BES.Exams VALUES(8921,'ExamsName-8921','ExamsDescription-8921');
INSERT INTO BES.Exams VALUES(8922,'ExamsName-8922','ExamsDescription-8922');
INSERT INTO BES.Exams VALUES(8923,'ExamsName-8923','ExamsDescription-8923');
INSERT INTO BES.Exams VALUES(8924,'ExamsName-8924','ExamsDescription-8924');
INSERT INTO BES.Exams VALUES(8925,'ExamsName-8925','ExamsDescription-8925');
INSERT INTO BES.Exams VALUES(8926,'ExamsName-8926','ExamsDescription-8926');
INSERT INTO BES.Exams VALUES(8927,'ExamsName-8927','ExamsDescription-8927');
INSERT INTO BES.Exams VALUES(8928,'ExamsName-8928','ExamsDescription-8928');
INSERT INTO BES.Exams VALUES(8929,'ExamsName-8929','ExamsDescription-8929');
INSERT INTO BES.Exams VALUES(8930,'ExamsName-8930','ExamsDescription-8930');
INSERT INTO BES.Exams VALUES(8931,'ExamsName-8931','ExamsDescription-8931');
INSERT INTO BES.Exams VALUES(8932,'ExamsName-8932','ExamsDescription-8932');
INSERT INTO BES.Exams VALUES(8933,'ExamsName-8933','ExamsDescription-8933');
INSERT INTO BES.Exams VALUES(8934,'ExamsName-8934','ExamsDescription-8934');
INSERT INTO BES.Exams VALUES(8935,'ExamsName-8935','ExamsDescription-8935');
INSERT INTO BES.Exams VALUES(8936,'ExamsName-8936','ExamsDescription-8936');
INSERT INTO BES.Exams VALUES(8937,'ExamsName-8937','ExamsDescription-8937');
INSERT INTO BES.Exams VALUES(8938,'ExamsName-8938','ExamsDescription-8938');
INSERT INTO BES.Exams VALUES(8939,'ExamsName-8939','ExamsDescription-8939');
INSERT INTO BES.Exams VALUES(8940,'ExamsName-8940','ExamsDescription-8940');
INSERT INTO BES.Exams VALUES(8941,'ExamsName-8941','ExamsDescription-8941');
INSERT INTO BES.Exams VALUES(8942,'ExamsName-8942','ExamsDescription-8942');
INSERT INTO BES.Exams VALUES(8943,'ExamsName-8943','ExamsDescription-8943');
INSERT INTO BES.Exams VALUES(8944,'ExamsName-8944','ExamsDescription-8944');
INSERT INTO BES.Exams VALUES(8945,'ExamsName-8945','ExamsDescription-8945');
INSERT INTO BES.Exams VALUES(8946,'ExamsName-8946','ExamsDescription-8946');
INSERT INTO BES.Exams VALUES(8947,'ExamsName-8947','ExamsDescription-8947');
INSERT INTO BES.Exams VALUES(8948,'ExamsName-8948','ExamsDescription-8948');
INSERT INTO BES.Exams VALUES(8949,'ExamsName-8949','ExamsDescription-8949');
INSERT INTO BES.Exams VALUES(8950,'ExamsName-8950','ExamsDescription-8950');
INSERT INTO BES.Exams VALUES(8951,'ExamsName-8951','ExamsDescription-8951');
INSERT INTO BES.Exams VALUES(8952,'ExamsName-8952','ExamsDescription-8952');
INSERT INTO BES.Exams VALUES(8953,'ExamsName-8953','ExamsDescription-8953');
INSERT INTO BES.Exams VALUES(8954,'ExamsName-8954','ExamsDescription-8954');
INSERT INTO BES.Exams VALUES(8955,'ExamsName-8955','ExamsDescription-8955');
INSERT INTO BES.Exams VALUES(8956,'ExamsName-8956','ExamsDescription-8956');
INSERT INTO BES.Exams VALUES(8957,'ExamsName-8957','ExamsDescription-8957');
INSERT INTO BES.Exams VALUES(8958,'ExamsName-8958','ExamsDescription-8958');
INSERT INTO BES.Exams VALUES(8959,'ExamsName-8959','ExamsDescription-8959');
INSERT INTO BES.Exams VALUES(8960,'ExamsName-8960','ExamsDescription-8960');
INSERT INTO BES.Exams VALUES(8961,'ExamsName-8961','ExamsDescription-8961');
INSERT INTO BES.Exams VALUES(8962,'ExamsName-8962','ExamsDescription-8962');
INSERT INTO BES.Exams VALUES(8963,'ExamsName-8963','ExamsDescription-8963');
INSERT INTO BES.Exams VALUES(8964,'ExamsName-8964','ExamsDescription-8964');
INSERT INTO BES.Exams VALUES(8965,'ExamsName-8965','ExamsDescription-8965');
INSERT INTO BES.Exams VALUES(8966,'ExamsName-8966','ExamsDescription-8966');
INSERT INTO BES.Exams VALUES(8967,'ExamsName-8967','ExamsDescription-8967');
INSERT INTO BES.Exams VALUES(8968,'ExamsName-8968','ExamsDescription-8968');
INSERT INTO BES.Exams VALUES(8969,'ExamsName-8969','ExamsDescription-8969');
INSERT INTO BES.Exams VALUES(8970,'ExamsName-8970','ExamsDescription-8970');
INSERT INTO BES.Exams VALUES(8971,'ExamsName-8971','ExamsDescription-8971');
INSERT INTO BES.Exams VALUES(8972,'ExamsName-8972','ExamsDescription-8972');
INSERT INTO BES.Exams VALUES(8973,'ExamsName-8973','ExamsDescription-8973');
INSERT INTO BES.Exams VALUES(8974,'ExamsName-8974','ExamsDescription-8974');
INSERT INTO BES.Exams VALUES(8975,'ExamsName-8975','ExamsDescription-8975');
INSERT INTO BES.Exams VALUES(8976,'ExamsName-8976','ExamsDescription-8976');
INSERT INTO BES.Exams VALUES(8977,'ExamsName-8977','ExamsDescription-8977');
INSERT INTO BES.Exams VALUES(8978,'ExamsName-8978','ExamsDescription-8978');
INSERT INTO BES.Exams VALUES(8979,'ExamsName-8979','ExamsDescription-8979');
INSERT INTO BES.Exams VALUES(8980,'ExamsName-8980','ExamsDescription-8980');
INSERT INTO BES.Exams VALUES(8981,'ExamsName-8981','ExamsDescription-8981');
INSERT INTO BES.Exams VALUES(8982,'ExamsName-8982','ExamsDescription-8982');
INSERT INTO BES.Exams VALUES(8983,'ExamsName-8983','ExamsDescription-8983');
INSERT INTO BES.Exams VALUES(8984,'ExamsName-8984','ExamsDescription-8984');
INSERT INTO BES.Exams VALUES(8985,'ExamsName-8985','ExamsDescription-8985');
INSERT INTO BES.Exams VALUES(8986,'ExamsName-8986','ExamsDescription-8986');
INSERT INTO BES.Exams VALUES(8987,'ExamsName-8987','ExamsDescription-8987');
INSERT INTO BES.Exams VALUES(8988,'ExamsName-8988','ExamsDescription-8988');
INSERT INTO BES.Exams VALUES(8989,'ExamsName-8989','ExamsDescription-8989');
INSERT INTO BES.Exams VALUES(8990,'ExamsName-8990','ExamsDescription-8990');
INSERT INTO BES.Exams VALUES(8991,'ExamsName-8991','ExamsDescription-8991');
INSERT INTO BES.Exams VALUES(8992,'ExamsName-8992','ExamsDescription-8992');
INSERT INTO BES.Exams VALUES(8993,'ExamsName-8993','ExamsDescription-8993');
INSERT INTO BES.Exams VALUES(8994,'ExamsName-8994','ExamsDescription-8994');
INSERT INTO BES.Exams VALUES(8995,'ExamsName-8995','ExamsDescription-8995');
INSERT INTO BES.Exams VALUES(8996,'ExamsName-8996','ExamsDescription-8996');
INSERT INTO BES.Exams VALUES(8997,'ExamsName-8997','ExamsDescription-8997');
INSERT INTO BES.Exams VALUES(8998,'ExamsName-8998','ExamsDescription-8998');
INSERT INTO BES.Exams VALUES(8999,'ExamsName-8999','ExamsDescription-8999');
INSERT INTO BES.Exams VALUES(9000,'ExamsName-9000','ExamsDescription-9000');
INSERT INTO BES.Exams VALUES(9001,'ExamsName-9001','ExamsDescription-9001');
INSERT INTO BES.Exams VALUES(9002,'ExamsName-9002','ExamsDescription-9002');
INSERT INTO BES.Exams VALUES(9003,'ExamsName-9003','ExamsDescription-9003');
INSERT INTO BES.Exams VALUES(9004,'ExamsName-9004','ExamsDescription-9004');
INSERT INTO BES.Exams VALUES(9005,'ExamsName-9005','ExamsDescription-9005');
INSERT INTO BES.Exams VALUES(9006,'ExamsName-9006','ExamsDescription-9006');
INSERT INTO BES.Exams VALUES(9007,'ExamsName-9007','ExamsDescription-9007');
INSERT INTO BES.Exams VALUES(9008,'ExamsName-9008','ExamsDescription-9008');
INSERT INTO BES.Exams VALUES(9009,'ExamsName-9009','ExamsDescription-9009');
INSERT INTO BES.Exams VALUES(9010,'ExamsName-9010','ExamsDescription-9010');
INSERT INTO BES.Exams VALUES(9011,'ExamsName-9011','ExamsDescription-9011');
INSERT INTO BES.Exams VALUES(9012,'ExamsName-9012','ExamsDescription-9012');
INSERT INTO BES.Exams VALUES(9013,'ExamsName-9013','ExamsDescription-9013');
INSERT INTO BES.Exams VALUES(9014,'ExamsName-9014','ExamsDescription-9014');
INSERT INTO BES.Exams VALUES(9015,'ExamsName-9015','ExamsDescription-9015');
INSERT INTO BES.Exams VALUES(9016,'ExamsName-9016','ExamsDescription-9016');
INSERT INTO BES.Exams VALUES(9017,'ExamsName-9017','ExamsDescription-9017');
INSERT INTO BES.Exams VALUES(9018,'ExamsName-9018','ExamsDescription-9018');
INSERT INTO BES.Exams VALUES(9019,'ExamsName-9019','ExamsDescription-9019');
INSERT INTO BES.Exams VALUES(9020,'ExamsName-9020','ExamsDescription-9020');
INSERT INTO BES.Exams VALUES(9021,'ExamsName-9021','ExamsDescription-9021');
INSERT INTO BES.Exams VALUES(9022,'ExamsName-9022','ExamsDescription-9022');
INSERT INTO BES.Exams VALUES(9023,'ExamsName-9023','ExamsDescription-9023');
INSERT INTO BES.Exams VALUES(9024,'ExamsName-9024','ExamsDescription-9024');
INSERT INTO BES.Exams VALUES(9025,'ExamsName-9025','ExamsDescription-9025');
INSERT INTO BES.Exams VALUES(9026,'ExamsName-9026','ExamsDescription-9026');
INSERT INTO BES.Exams VALUES(9027,'ExamsName-9027','ExamsDescription-9027');
INSERT INTO BES.Exams VALUES(9028,'ExamsName-9028','ExamsDescription-9028');
INSERT INTO BES.Exams VALUES(9029,'ExamsName-9029','ExamsDescription-9029');
INSERT INTO BES.Exams VALUES(9030,'ExamsName-9030','ExamsDescription-9030');
INSERT INTO BES.Exams VALUES(9031,'ExamsName-9031','ExamsDescription-9031');
INSERT INTO BES.Exams VALUES(9032,'ExamsName-9032','ExamsDescription-9032');
INSERT INTO BES.Exams VALUES(9033,'ExamsName-9033','ExamsDescription-9033');
INSERT INTO BES.Exams VALUES(9034,'ExamsName-9034','ExamsDescription-9034');
INSERT INTO BES.Exams VALUES(9035,'ExamsName-9035','ExamsDescription-9035');
INSERT INTO BES.Exams VALUES(9036,'ExamsName-9036','ExamsDescription-9036');
INSERT INTO BES.Exams VALUES(9037,'ExamsName-9037','ExamsDescription-9037');
INSERT INTO BES.Exams VALUES(9038,'ExamsName-9038','ExamsDescription-9038');
INSERT INTO BES.Exams VALUES(9039,'ExamsName-9039','ExamsDescription-9039');
INSERT INTO BES.Exams VALUES(9040,'ExamsName-9040','ExamsDescription-9040');
INSERT INTO BES.Exams VALUES(9041,'ExamsName-9041','ExamsDescription-9041');
INSERT INTO BES.Exams VALUES(9042,'ExamsName-9042','ExamsDescription-9042');
INSERT INTO BES.Exams VALUES(9043,'ExamsName-9043','ExamsDescription-9043');
INSERT INTO BES.Exams VALUES(9044,'ExamsName-9044','ExamsDescription-9044');
INSERT INTO BES.Exams VALUES(9045,'ExamsName-9045','ExamsDescription-9045');
INSERT INTO BES.Exams VALUES(9046,'ExamsName-9046','ExamsDescription-9046');
INSERT INTO BES.Exams VALUES(9047,'ExamsName-9047','ExamsDescription-9047');
INSERT INTO BES.Exams VALUES(9048,'ExamsName-9048','ExamsDescription-9048');
INSERT INTO BES.Exams VALUES(9049,'ExamsName-9049','ExamsDescription-9049');
