INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(7164,'ManagementName-7164','ManagementDescription-7164');
INSERT INTO BES.Management VALUES(7165,'ManagementName-7165','ManagementDescription-7165');
INSERT INTO BES.Management VALUES(7166,'ManagementName-7166','ManagementDescription-7166');
INSERT INTO BES.Management VALUES(7167,'ManagementName-7167','ManagementDescription-7167');
INSERT INTO BES.Management VALUES(7168,'ManagementName-7168','ManagementDescription-7168');
INSERT INTO BES.Management VALUES(7169,'ManagementName-7169','ManagementDescription-7169');
INSERT INTO BES.Management VALUES(7170,'ManagementName-7170','ManagementDescription-7170');
INSERT INTO BES.Management VALUES(7171,'ManagementName-7171','ManagementDescription-7171');
INSERT INTO BES.Management VALUES(7172,'ManagementName-7172','ManagementDescription-7172');
INSERT INTO BES.Management VALUES(7173,'ManagementName-7173','ManagementDescription-7173');
INSERT INTO BES.Management VALUES(7174,'ManagementName-7174','ManagementDescription-7174');
INSERT INTO BES.Management VALUES(7175,'ManagementName-7175','ManagementDescription-7175');
INSERT INTO BES.Management VALUES(7176,'ManagementName-7176','ManagementDescription-7176');
INSERT INTO BES.Management VALUES(7177,'ManagementName-7177','ManagementDescription-7177');
INSERT INTO BES.Management VALUES(7178,'ManagementName-7178','ManagementDescription-7178');
INSERT INTO BES.Management VALUES(7179,'ManagementName-7179','ManagementDescription-7179');
INSERT INTO BES.Management VALUES(7180,'ManagementName-7180','ManagementDescription-7180');
INSERT INTO BES.Management VALUES(7181,'ManagementName-7181','ManagementDescription-7181');
INSERT INTO BES.Management VALUES(7182,'ManagementName-7182','ManagementDescription-7182');
INSERT INTO BES.Management VALUES(7183,'ManagementName-7183','ManagementDescription-7183');
INSERT INTO BES.Management VALUES(7184,'ManagementName-7184','ManagementDescription-7184');
INSERT INTO BES.Management VALUES(7185,'ManagementName-7185','ManagementDescription-7185');
INSERT INTO BES.Management VALUES(7186,'ManagementName-7186','ManagementDescription-7186');
INSERT INTO BES.Management VALUES(7187,'ManagementName-7187','ManagementDescription-7187');
INSERT INTO BES.Management VALUES(7188,'ManagementName-7188','ManagementDescription-7188');
INSERT INTO BES.Management VALUES(7189,'ManagementName-7189','ManagementDescription-7189');
INSERT INTO BES.Management VALUES(7190,'ManagementName-7190','ManagementDescription-7190');
INSERT INTO BES.Management VALUES(7191,'ManagementName-7191','ManagementDescription-7191');
INSERT INTO BES.Management VALUES(7192,'ManagementName-7192','ManagementDescription-7192');
INSERT INTO BES.Management VALUES(7193,'ManagementName-7193','ManagementDescription-7193');
INSERT INTO BES.Management VALUES(7194,'ManagementName-7194','ManagementDescription-7194');
INSERT INTO BES.Management VALUES(7195,'ManagementName-7195','ManagementDescription-7195');
INSERT INTO BES.Management VALUES(7196,'ManagementName-7196','ManagementDescription-7196');
INSERT INTO BES.Management VALUES(7197,'ManagementName-7197','ManagementDescription-7197');
INSERT INTO BES.Management VALUES(7198,'ManagementName-7198','ManagementDescription-7198');
INSERT INTO BES.Management VALUES(7199,'ManagementName-7199','ManagementDescription-7199');
INSERT INTO BES.Management VALUES(7200,'ManagementName-7200','ManagementDescription-7200');
INSERT INTO BES.Management VALUES(7201,'ManagementName-7201','ManagementDescription-7201');
INSERT INTO BES.Management VALUES(7202,'ManagementName-7202','ManagementDescription-7202');
INSERT INTO BES.Management VALUES(7203,'ManagementName-7203','ManagementDescription-7203');
INSERT INTO BES.Management VALUES(7204,'ManagementName-7204','ManagementDescription-7204');
INSERT INTO BES.Management VALUES(7205,'ManagementName-7205','ManagementDescription-7205');
INSERT INTO BES.Management VALUES(7206,'ManagementName-7206','ManagementDescription-7206');
INSERT INTO BES.Management VALUES(7207,'ManagementName-7207','ManagementDescription-7207');
INSERT INTO BES.Management VALUES(7208,'ManagementName-7208','ManagementDescription-7208');
INSERT INTO BES.Management VALUES(7209,'ManagementName-7209','ManagementDescription-7209');
INSERT INTO BES.Management VALUES(7210,'ManagementName-7210','ManagementDescription-7210');
INSERT INTO BES.Management VALUES(7211,'ManagementName-7211','ManagementDescription-7211');
INSERT INTO BES.Management VALUES(7212,'ManagementName-7212','ManagementDescription-7212');
INSERT INTO BES.Management VALUES(7213,'ManagementName-7213','ManagementDescription-7213');
INSERT INTO BES.Management VALUES(7214,'ManagementName-7214','ManagementDescription-7214');
INSERT INTO BES.Management VALUES(7215,'ManagementName-7215','ManagementDescription-7215');
INSERT INTO BES.Management VALUES(7216,'ManagementName-7216','ManagementDescription-7216');
INSERT INTO BES.Management VALUES(7217,'ManagementName-7217','ManagementDescription-7217');
INSERT INTO BES.Management VALUES(7218,'ManagementName-7218','ManagementDescription-7218');
INSERT INTO BES.Management VALUES(7219,'ManagementName-7219','ManagementDescription-7219');
INSERT INTO BES.Management VALUES(7220,'ManagementName-7220','ManagementDescription-7220');
INSERT INTO BES.Management VALUES(7221,'ManagementName-7221','ManagementDescription-7221');
INSERT INTO BES.Management VALUES(7222,'ManagementName-7222','ManagementDescription-7222');
INSERT INTO BES.Management VALUES(7223,'ManagementName-7223','ManagementDescription-7223');
INSERT INTO BES.Management VALUES(7224,'ManagementName-7224','ManagementDescription-7224');
INSERT INTO BES.Management VALUES(7225,'ManagementName-7225','ManagementDescription-7225');
INSERT INTO BES.Management VALUES(7226,'ManagementName-7226','ManagementDescription-7226');
INSERT INTO BES.Management VALUES(7227,'ManagementName-7227','ManagementDescription-7227');
INSERT INTO BES.Management VALUES(7228,'ManagementName-7228','ManagementDescription-7228');
INSERT INTO BES.Management VALUES(7229,'ManagementName-7229','ManagementDescription-7229');
INSERT INTO BES.Management VALUES(7230,'ManagementName-7230','ManagementDescription-7230');
INSERT INTO BES.Management VALUES(7231,'ManagementName-7231','ManagementDescription-7231');
INSERT INTO BES.Management VALUES(7232,'ManagementName-7232','ManagementDescription-7232');
INSERT INTO BES.Management VALUES(7233,'ManagementName-7233','ManagementDescription-7233');
INSERT INTO BES.Management VALUES(7234,'ManagementName-7234','ManagementDescription-7234');
INSERT INTO BES.Management VALUES(7235,'ManagementName-7235','ManagementDescription-7235');
INSERT INTO BES.Management VALUES(7236,'ManagementName-7236','ManagementDescription-7236');
INSERT INTO BES.Management VALUES(7237,'ManagementName-7237','ManagementDescription-7237');
INSERT INTO BES.Management VALUES(7238,'ManagementName-7238','ManagementDescription-7238');
INSERT INTO BES.Management VALUES(7239,'ManagementName-7239','ManagementDescription-7239');
INSERT INTO BES.Management VALUES(7240,'ManagementName-7240','ManagementDescription-7240');
INSERT INTO BES.Management VALUES(7241,'ManagementName-7241','ManagementDescription-7241');
INSERT INTO BES.Management VALUES(7242,'ManagementName-7242','ManagementDescription-7242');
INSERT INTO BES.Management VALUES(7243,'ManagementName-7243','ManagementDescription-7243');
INSERT INTO BES.Management VALUES(7244,'ManagementName-7244','ManagementDescription-7244');
INSERT INTO BES.Management VALUES(7245,'ManagementName-7245','ManagementDescription-7245');
INSERT INTO BES.Management VALUES(7246,'ManagementName-7246','ManagementDescription-7246');
INSERT INTO BES.Management VALUES(7247,'ManagementName-7247','ManagementDescription-7247');
INSERT INTO BES.Management VALUES(7248,'ManagementName-7248','ManagementDescription-7248');
INSERT INTO BES.Management VALUES(7249,'ManagementName-7249','ManagementDescription-7249');
INSERT INTO BES.Management VALUES(7250,'ManagementName-7250','ManagementDescription-7250');
INSERT INTO BES.Management VALUES(7251,'ManagementName-7251','ManagementDescription-7251');
INSERT INTO BES.Management VALUES(7252,'ManagementName-7252','ManagementDescription-7252');
INSERT INTO BES.Management VALUES(7253,'ManagementName-7253','ManagementDescription-7253');
INSERT INTO BES.Management VALUES(7254,'ManagementName-7254','ManagementDescription-7254');
INSERT INTO BES.Management VALUES(7255,'ManagementName-7255','ManagementDescription-7255');
INSERT INTO BES.Management VALUES(7256,'ManagementName-7256','ManagementDescription-7256');
INSERT INTO BES.Management VALUES(7257,'ManagementName-7257','ManagementDescription-7257');
INSERT INTO BES.Management VALUES(7258,'ManagementName-7258','ManagementDescription-7258');
INSERT INTO BES.Management VALUES(7259,'ManagementName-7259','ManagementDescription-7259');
INSERT INTO BES.Management VALUES(7260,'ManagementName-7260','ManagementDescription-7260');
INSERT INTO BES.Management VALUES(7261,'ManagementName-7261','ManagementDescription-7261');
INSERT INTO BES.Management VALUES(7262,'ManagementName-7262','ManagementDescription-7262');
INSERT INTO BES.Management VALUES(7263,'ManagementName-7263','ManagementDescription-7263');
INSERT INTO BES.Management VALUES(7264,'ManagementName-7264','ManagementDescription-7264');
INSERT INTO BES.Management VALUES(7265,'ManagementName-7265','ManagementDescription-7265');
INSERT INTO BES.Management VALUES(7266,'ManagementName-7266','ManagementDescription-7266');
INSERT INTO BES.Management VALUES(7267,'ManagementName-7267','ManagementDescription-7267');
INSERT INTO BES.Management VALUES(7268,'ManagementName-7268','ManagementDescription-7268');
INSERT INTO BES.Management VALUES(7269,'ManagementName-7269','ManagementDescription-7269');
INSERT INTO BES.Management VALUES(7270,'ManagementName-7270','ManagementDescription-7270');
INSERT INTO BES.Management VALUES(7271,'ManagementName-7271','ManagementDescription-7271');
INSERT INTO BES.Management VALUES(7272,'ManagementName-7272','ManagementDescription-7272');
INSERT INTO BES.Management VALUES(7273,'ManagementName-7273','ManagementDescription-7273');
INSERT INTO BES.Management VALUES(7274,'ManagementName-7274','ManagementDescription-7274');
INSERT INTO BES.Management VALUES(7275,'ManagementName-7275','ManagementDescription-7275');
INSERT INTO BES.Management VALUES(7276,'ManagementName-7276','ManagementDescription-7276');
INSERT INTO BES.Management VALUES(7277,'ManagementName-7277','ManagementDescription-7277');
INSERT INTO BES.Management VALUES(7278,'ManagementName-7278','ManagementDescription-7278');
INSERT INTO BES.Management VALUES(7279,'ManagementName-7279','ManagementDescription-7279');
INSERT INTO BES.Management VALUES(7280,'ManagementName-7280','ManagementDescription-7280');
INSERT INTO BES.Management VALUES(7281,'ManagementName-7281','ManagementDescription-7281');
INSERT INTO BES.Management VALUES(7282,'ManagementName-7282','ManagementDescription-7282');
INSERT INTO BES.Management VALUES(7283,'ManagementName-7283','ManagementDescription-7283');
INSERT INTO BES.Management VALUES(7284,'ManagementName-7284','ManagementDescription-7284');
INSERT INTO BES.Management VALUES(7285,'ManagementName-7285','ManagementDescription-7285');
INSERT INTO BES.Management VALUES(7286,'ManagementName-7286','ManagementDescription-7286');
INSERT INTO BES.Management VALUES(7287,'ManagementName-7287','ManagementDescription-7287');
INSERT INTO BES.Management VALUES(7288,'ManagementName-7288','ManagementDescription-7288');
INSERT INTO BES.Management VALUES(7289,'ManagementName-7289','ManagementDescription-7289');
INSERT INTO BES.Management VALUES(7290,'ManagementName-7290','ManagementDescription-7290');
INSERT INTO BES.Management VALUES(7291,'ManagementName-7291','ManagementDescription-7291');
INSERT INTO BES.Management VALUES(7292,'ManagementName-7292','ManagementDescription-7292');
INSERT INTO BES.Management VALUES(7293,'ManagementName-7293','ManagementDescription-7293');
INSERT INTO BES.Management VALUES(7294,'ManagementName-7294','ManagementDescription-7294');
INSERT INTO BES.Management VALUES(7295,'ManagementName-7295','ManagementDescription-7295');
INSERT INTO BES.Management VALUES(7296,'ManagementName-7296','ManagementDescription-7296');
INSERT INTO BES.Management VALUES(7297,'ManagementName-7297','ManagementDescription-7297');
INSERT INTO BES.Management VALUES(7298,'ManagementName-7298','ManagementDescription-7298');
INSERT INTO BES.Management VALUES(7299,'ManagementName-7299','ManagementDescription-7299');
INSERT INTO BES.Management VALUES(7300,'ManagementName-7300','ManagementDescription-7300');
INSERT INTO BES.Management VALUES(7301,'ManagementName-7301','ManagementDescription-7301');
INSERT INTO BES.Management VALUES(7302,'ManagementName-7302','ManagementDescription-7302');
INSERT INTO BES.Management VALUES(7303,'ManagementName-7303','ManagementDescription-7303');
INSERT INTO BES.Management VALUES(7304,'ManagementName-7304','ManagementDescription-7304');
INSERT INTO BES.Management VALUES(7305,'ManagementName-7305','ManagementDescription-7305');
INSERT INTO BES.Management VALUES(7306,'ManagementName-7306','ManagementDescription-7306');
INSERT INTO BES.Management VALUES(7307,'ManagementName-7307','ManagementDescription-7307');
INSERT INTO BES.Management VALUES(7308,'ManagementName-7308','ManagementDescription-7308');
INSERT INTO BES.Management VALUES(7309,'ManagementName-7309','ManagementDescription-7309');
INSERT INTO BES.Management VALUES(7310,'ManagementName-7310','ManagementDescription-7310');
INSERT INTO BES.Management VALUES(7311,'ManagementName-7311','ManagementDescription-7311');
INSERT INTO BES.Management VALUES(7312,'ManagementName-7312','ManagementDescription-7312');
INSERT INTO BES.Management VALUES(7313,'ManagementName-7313','ManagementDescription-7313');
INSERT INTO BES.Management VALUES(7314,'ManagementName-7314','ManagementDescription-7314');
INSERT INTO BES.Management VALUES(7315,'ManagementName-7315','ManagementDescription-7315');
INSERT INTO BES.Management VALUES(7316,'ManagementName-7316','ManagementDescription-7316');
INSERT INTO BES.Management VALUES(7317,'ManagementName-7317','ManagementDescription-7317');
INSERT INTO BES.Management VALUES(7318,'ManagementName-7318','ManagementDescription-7318');
INSERT INTO BES.Management VALUES(7319,'ManagementName-7319','ManagementDescription-7319');
INSERT INTO BES.Management VALUES(7320,'ManagementName-7320','ManagementDescription-7320');
INSERT INTO BES.Management VALUES(7321,'ManagementName-7321','ManagementDescription-7321');
INSERT INTO BES.Management VALUES(7322,'ManagementName-7322','ManagementDescription-7322');
INSERT INTO BES.Management VALUES(7323,'ManagementName-7323','ManagementDescription-7323');
INSERT INTO BES.Management VALUES(7324,'ManagementName-7324','ManagementDescription-7324');
INSERT INTO BES.Management VALUES(7325,'ManagementName-7325','ManagementDescription-7325');
INSERT INTO BES.Management VALUES(7326,'ManagementName-7326','ManagementDescription-7326');
INSERT INTO BES.Management VALUES(7327,'ManagementName-7327','ManagementDescription-7327');
INSERT INTO BES.Management VALUES(7328,'ManagementName-7328','ManagementDescription-7328');
INSERT INTO BES.Management VALUES(7329,'ManagementName-7329','ManagementDescription-7329');
INSERT INTO BES.Management VALUES(7330,'ManagementName-7330','ManagementDescription-7330');
INSERT INTO BES.Management VALUES(7331,'ManagementName-7331','ManagementDescription-7331');
INSERT INTO BES.Management VALUES(7332,'ManagementName-7332','ManagementDescription-7332');
INSERT INTO BES.Management VALUES(7333,'ManagementName-7333','ManagementDescription-7333');
INSERT INTO BES.Management VALUES(7334,'ManagementName-7334','ManagementDescription-7334');
INSERT INTO BES.Management VALUES(7335,'ManagementName-7335','ManagementDescription-7335');
INSERT INTO BES.Management VALUES(7336,'ManagementName-7336','ManagementDescription-7336');
INSERT INTO BES.Management VALUES(7337,'ManagementName-7337','ManagementDescription-7337');
INSERT INTO BES.Management VALUES(7338,'ManagementName-7338','ManagementDescription-7338');
INSERT INTO BES.Management VALUES(7339,'ManagementName-7339','ManagementDescription-7339');
INSERT INTO BES.Management VALUES(7340,'ManagementName-7340','ManagementDescription-7340');
INSERT INTO BES.Management VALUES(7341,'ManagementName-7341','ManagementDescription-7341');
INSERT INTO BES.Management VALUES(7342,'ManagementName-7342','ManagementDescription-7342');
INSERT INTO BES.Management VALUES(7343,'ManagementName-7343','ManagementDescription-7343');
INSERT INTO BES.Management VALUES(7344,'ManagementName-7344','ManagementDescription-7344');
INSERT INTO BES.Management VALUES(7345,'ManagementName-7345','ManagementDescription-7345');
INSERT INTO BES.Management VALUES(7346,'ManagementName-7346','ManagementDescription-7346');
INSERT INTO BES.Management VALUES(7347,'ManagementName-7347','ManagementDescription-7347');
INSERT INTO BES.Management VALUES(7348,'ManagementName-7348','ManagementDescription-7348');
INSERT INTO BES.Management VALUES(7349,'ManagementName-7349','ManagementDescription-7349');
INSERT INTO BES.Management VALUES(7350,'ManagementName-7350','ManagementDescription-7350');
INSERT INTO BES.Management VALUES(7351,'ManagementName-7351','ManagementDescription-7351');
INSERT INTO BES.Management VALUES(7352,'ManagementName-7352','ManagementDescription-7352');
INSERT INTO BES.Management VALUES(7353,'ManagementName-7353','ManagementDescription-7353');
INSERT INTO BES.Management VALUES(7354,'ManagementName-7354','ManagementDescription-7354');
INSERT INTO BES.Management VALUES(7355,'ManagementName-7355','ManagementDescription-7355');
INSERT INTO BES.Management VALUES(7356,'ManagementName-7356','ManagementDescription-7356');
INSERT INTO BES.Management VALUES(7357,'ManagementName-7357','ManagementDescription-7357');
INSERT INTO BES.Management VALUES(7358,'ManagementName-7358','ManagementDescription-7358');
INSERT INTO BES.Management VALUES(7359,'ManagementName-7359','ManagementDescription-7359');
INSERT INTO BES.Management VALUES(7360,'ManagementName-7360','ManagementDescription-7360');
INSERT INTO BES.Management VALUES(7361,'ManagementName-7361','ManagementDescription-7361');
INSERT INTO BES.Management VALUES(7362,'ManagementName-7362','ManagementDescription-7362');
INSERT INTO BES.Management VALUES(7363,'ManagementName-7363','ManagementDescription-7363');
INSERT INTO BES.Management VALUES(7364,'ManagementName-7364','ManagementDescription-7364');
INSERT INTO BES.Management VALUES(7365,'ManagementName-7365','ManagementDescription-7365');
INSERT INTO BES.Management VALUES(7366,'ManagementName-7366','ManagementDescription-7366');
INSERT INTO BES.Management VALUES(7367,'ManagementName-7367','ManagementDescription-7367');
INSERT INTO BES.Management VALUES(7368,'ManagementName-7368','ManagementDescription-7368');
INSERT INTO BES.Management VALUES(7369,'ManagementName-7369','ManagementDescription-7369');
INSERT INTO BES.Management VALUES(7370,'ManagementName-7370','ManagementDescription-7370');
INSERT INTO BES.Management VALUES(7371,'ManagementName-7371','ManagementDescription-7371');
INSERT INTO BES.Management VALUES(7372,'ManagementName-7372','ManagementDescription-7372');
INSERT INTO BES.Management VALUES(7373,'ManagementName-7373','ManagementDescription-7373');
INSERT INTO BES.Management VALUES(7374,'ManagementName-7374','ManagementDescription-7374');
INSERT INTO BES.Management VALUES(7375,'ManagementName-7375','ManagementDescription-7375');
INSERT INTO BES.Management VALUES(7376,'ManagementName-7376','ManagementDescription-7376');
INSERT INTO BES.Management VALUES(7377,'ManagementName-7377','ManagementDescription-7377');
INSERT INTO BES.Management VALUES(7378,'ManagementName-7378','ManagementDescription-7378');
INSERT INTO BES.Management VALUES(7379,'ManagementName-7379','ManagementDescription-7379');
INSERT INTO BES.Management VALUES(7380,'ManagementName-7380','ManagementDescription-7380');
INSERT INTO BES.Management VALUES(7381,'ManagementName-7381','ManagementDescription-7381');
INSERT INTO BES.Management VALUES(7382,'ManagementName-7382','ManagementDescription-7382');
INSERT INTO BES.Management VALUES(7383,'ManagementName-7383','ManagementDescription-7383');
INSERT INTO BES.Management VALUES(7384,'ManagementName-7384','ManagementDescription-7384');
INSERT INTO BES.Management VALUES(7385,'ManagementName-7385','ManagementDescription-7385');
INSERT INTO BES.Management VALUES(7386,'ManagementName-7386','ManagementDescription-7386');
INSERT INTO BES.Management VALUES(7387,'ManagementName-7387','ManagementDescription-7387');
INSERT INTO BES.Management VALUES(7388,'ManagementName-7388','ManagementDescription-7388');
INSERT INTO BES.Management VALUES(7389,'ManagementName-7389','ManagementDescription-7389');
INSERT INTO BES.Management VALUES(7390,'ManagementName-7390','ManagementDescription-7390');
INSERT INTO BES.Management VALUES(7391,'ManagementName-7391','ManagementDescription-7391');
INSERT INTO BES.Management VALUES(7392,'ManagementName-7392','ManagementDescription-7392');
INSERT INTO BES.Management VALUES(7393,'ManagementName-7393','ManagementDescription-7393');
INSERT INTO BES.Management VALUES(7394,'ManagementName-7394','ManagementDescription-7394');
INSERT INTO BES.Management VALUES(7395,'ManagementName-7395','ManagementDescription-7395');
INSERT INTO BES.Management VALUES(7396,'ManagementName-7396','ManagementDescription-7396');
INSERT INTO BES.Management VALUES(7397,'ManagementName-7397','ManagementDescription-7397');
INSERT INTO BES.Management VALUES(7398,'ManagementName-7398','ManagementDescription-7398');
INSERT INTO BES.Management VALUES(7399,'ManagementName-7399','ManagementDescription-7399');
INSERT INTO BES.Management VALUES(7400,'ManagementName-7400','ManagementDescription-7400');
INSERT INTO BES.Management VALUES(7401,'ManagementName-7401','ManagementDescription-7401');
INSERT INTO BES.Management VALUES(7402,'ManagementName-7402','ManagementDescription-7402');
INSERT INTO BES.Management VALUES(7403,'ManagementName-7403','ManagementDescription-7403');
INSERT INTO BES.Management VALUES(7404,'ManagementName-7404','ManagementDescription-7404');
INSERT INTO BES.Management VALUES(7405,'ManagementName-7405','ManagementDescription-7405');
INSERT INTO BES.Management VALUES(7406,'ManagementName-7406','ManagementDescription-7406');
INSERT INTO BES.Management VALUES(7407,'ManagementName-7407','ManagementDescription-7407');
INSERT INTO BES.Management VALUES(7408,'ManagementName-7408','ManagementDescription-7408');
INSERT INTO BES.Management VALUES(7409,'ManagementName-7409','ManagementDescription-7409');
INSERT INTO BES.Management VALUES(7410,'ManagementName-7410','ManagementDescription-7410');
INSERT INTO BES.Management VALUES(7411,'ManagementName-7411','ManagementDescription-7411');
INSERT INTO BES.Management VALUES(7412,'ManagementName-7412','ManagementDescription-7412');
INSERT INTO BES.Management VALUES(7413,'ManagementName-7413','ManagementDescription-7413');
INSERT INTO BES.Management VALUES(7414,'ManagementName-7414','ManagementDescription-7414');
INSERT INTO BES.Management VALUES(7415,'ManagementName-7415','ManagementDescription-7415');
INSERT INTO BES.Management VALUES(7416,'ManagementName-7416','ManagementDescription-7416');
INSERT INTO BES.Management VALUES(7417,'ManagementName-7417','ManagementDescription-7417');
INSERT INTO BES.Management VALUES(7418,'ManagementName-7418','ManagementDescription-7418');
INSERT INTO BES.Management VALUES(7419,'ManagementName-7419','ManagementDescription-7419');
INSERT INTO BES.Management VALUES(7420,'ManagementName-7420','ManagementDescription-7420');
INSERT INTO BES.Management VALUES(7421,'ManagementName-7421','ManagementDescription-7421');
INSERT INTO BES.Management VALUES(7422,'ManagementName-7422','ManagementDescription-7422');
INSERT INTO BES.Management VALUES(7423,'ManagementName-7423','ManagementDescription-7423');
INSERT INTO BES.Management VALUES(7424,'ManagementName-7424','ManagementDescription-7424');
INSERT INTO BES.Management VALUES(7425,'ManagementName-7425','ManagementDescription-7425');
INSERT INTO BES.Management VALUES(7426,'ManagementName-7426','ManagementDescription-7426');
INSERT INTO BES.Management VALUES(7427,'ManagementName-7427','ManagementDescription-7427');
INSERT INTO BES.Management VALUES(7428,'ManagementName-7428','ManagementDescription-7428');
INSERT INTO BES.Management VALUES(7429,'ManagementName-7429','ManagementDescription-7429');
INSERT INTO BES.Management VALUES(7430,'ManagementName-7430','ManagementDescription-7430');
INSERT INTO BES.Management VALUES(7431,'ManagementName-7431','ManagementDescription-7431');
INSERT INTO BES.Management VALUES(7432,'ManagementName-7432','ManagementDescription-7432');
INSERT INTO BES.Management VALUES(7433,'ManagementName-7433','ManagementDescription-7433');
INSERT INTO BES.Management VALUES(7434,'ManagementName-7434','ManagementDescription-7434');
INSERT INTO BES.Management VALUES(7435,'ManagementName-7435','ManagementDescription-7435');
INSERT INTO BES.Management VALUES(7436,'ManagementName-7436','ManagementDescription-7436');
INSERT INTO BES.Management VALUES(7437,'ManagementName-7437','ManagementDescription-7437');
INSERT INTO BES.Management VALUES(7438,'ManagementName-7438','ManagementDescription-7438');
INSERT INTO BES.Management VALUES(7439,'ManagementName-7439','ManagementDescription-7439');
INSERT INTO BES.Management VALUES(7440,'ManagementName-7440','ManagementDescription-7440');
INSERT INTO BES.Management VALUES(7441,'ManagementName-7441','ManagementDescription-7441');
INSERT INTO BES.Management VALUES(7442,'ManagementName-7442','ManagementDescription-7442');
INSERT INTO BES.Management VALUES(7443,'ManagementName-7443','ManagementDescription-7443');
INSERT INTO BES.Management VALUES(7444,'ManagementName-7444','ManagementDescription-7444');
INSERT INTO BES.Management VALUES(7445,'ManagementName-7445','ManagementDescription-7445');
INSERT INTO BES.Management VALUES(7446,'ManagementName-7446','ManagementDescription-7446');
INSERT INTO BES.Management VALUES(7447,'ManagementName-7447','ManagementDescription-7447');
INSERT INTO BES.Management VALUES(7448,'ManagementName-7448','ManagementDescription-7448');
INSERT INTO BES.Management VALUES(7449,'ManagementName-7449','ManagementDescription-7449');
INSERT INTO BES.Management VALUES(7450,'ManagementName-7450','ManagementDescription-7450');
INSERT INTO BES.Management VALUES(7451,'ManagementName-7451','ManagementDescription-7451');
INSERT INTO BES.Management VALUES(7452,'ManagementName-7452','ManagementDescription-7452');
INSERT INTO BES.Management VALUES(7453,'ManagementName-7453','ManagementDescription-7453');
INSERT INTO BES.Management VALUES(7454,'ManagementName-7454','ManagementDescription-7454');
INSERT INTO BES.Management VALUES(7455,'ManagementName-7455','ManagementDescription-7455');
INSERT INTO BES.Management VALUES(7456,'ManagementName-7456','ManagementDescription-7456');
INSERT INTO BES.Management VALUES(7457,'ManagementName-7457','ManagementDescription-7457');
INSERT INTO BES.Management VALUES(7458,'ManagementName-7458','ManagementDescription-7458');
INSERT INTO BES.Management VALUES(7459,'ManagementName-7459','ManagementDescription-7459');
INSERT INTO BES.Management VALUES(7460,'ManagementName-7460','ManagementDescription-7460');
INSERT INTO BES.Management VALUES(7461,'ManagementName-7461','ManagementDescription-7461');
INSERT INTO BES.Management VALUES(7462,'ManagementName-7462','ManagementDescription-7462');
INSERT INTO BES.Management VALUES(7463,'ManagementName-7463','ManagementDescription-7463');
INSERT INTO BES.Management VALUES(7464,'ManagementName-7464','ManagementDescription-7464');
INSERT INTO BES.Management VALUES(7465,'ManagementName-7465','ManagementDescription-7465');
INSERT INTO BES.Management VALUES(7466,'ManagementName-7466','ManagementDescription-7466');
INSERT INTO BES.Management VALUES(7467,'ManagementName-7467','ManagementDescription-7467');
INSERT INTO BES.Management VALUES(7468,'ManagementName-7468','ManagementDescription-7468');
INSERT INTO BES.Management VALUES(7469,'ManagementName-7469','ManagementDescription-7469');
INSERT INTO BES.Management VALUES(7470,'ManagementName-7470','ManagementDescription-7470');
INSERT INTO BES.Management VALUES(7471,'ManagementName-7471','ManagementDescription-7471');
INSERT INTO BES.Management VALUES(7472,'ManagementName-7472','ManagementDescription-7472');
INSERT INTO BES.Management VALUES(7473,'ManagementName-7473','ManagementDescription-7473');
INSERT INTO BES.Management VALUES(7474,'ManagementName-7474','ManagementDescription-7474');
INSERT INTO BES.Management VALUES(7475,'ManagementName-7475','ManagementDescription-7475');
INSERT INTO BES.Management VALUES(7476,'ManagementName-7476','ManagementDescription-7476');
INSERT INTO BES.Management VALUES(7477,'ManagementName-7477','ManagementDescription-7477');
INSERT INTO BES.Management VALUES(7478,'ManagementName-7478','ManagementDescription-7478');
INSERT INTO BES.Management VALUES(7479,'ManagementName-7479','ManagementDescription-7479');
INSERT INTO BES.Management VALUES(7480,'ManagementName-7480','ManagementDescription-7480');
INSERT INTO BES.Management VALUES(7481,'ManagementName-7481','ManagementDescription-7481');
INSERT INTO BES.Management VALUES(7482,'ManagementName-7482','ManagementDescription-7482');
INSERT INTO BES.Management VALUES(7483,'ManagementName-7483','ManagementDescription-7483');
INSERT INTO BES.Management VALUES(7484,'ManagementName-7484','ManagementDescription-7484');
INSERT INTO BES.Management VALUES(7485,'ManagementName-7485','ManagementDescription-7485');
INSERT INTO BES.Management VALUES(7486,'ManagementName-7486','ManagementDescription-7486');
INSERT INTO BES.Management VALUES(7487,'ManagementName-7487','ManagementDescription-7487');
INSERT INTO BES.Management VALUES(7488,'ManagementName-7488','ManagementDescription-7488');
INSERT INTO BES.Management VALUES(7489,'ManagementName-7489','ManagementDescription-7489');
INSERT INTO BES.Management VALUES(7490,'ManagementName-7490','ManagementDescription-7490');
INSERT INTO BES.Management VALUES(7491,'ManagementName-7491','ManagementDescription-7491');
INSERT INTO BES.Management VALUES(7492,'ManagementName-7492','ManagementDescription-7492');
INSERT INTO BES.Management VALUES(7493,'ManagementName-7493','ManagementDescription-7493');
INSERT INTO BES.Management VALUES(7494,'ManagementName-7494','ManagementDescription-7494');
INSERT INTO BES.Management VALUES(7495,'ManagementName-7495','ManagementDescription-7495');
